date,title,text,source_name,sentiment,tickers,topics,url
2024-11-20,If I Could Only Own 3 ETFs For The Next Year,"The upcoming year presents both uncertainty and opportunity, with potential disruptions from Donald Trump's administration affecting industries tied to government spending and regulations. There are also numerous macro risks and trends to consider. I share three ETFs that, I think, are important to own over the next year.",Seeking Alpha,Positive,GLD|GLDM|PTL|QQQ|SCHD|SPY,paylimitwall,https://seekingalpha.com/article/4739096-if-i-could-only-own-3-etfs-for-the-next-year
2024-11-20,There is no reason to revise gold forecasts after correction - Mind Money CEO,"Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,CEO|gold,https://www.kitco.com/news/article/2024-11-20/there-no-reason-revise-gold-forecasts-after-correction-mind-money-ceo
2024-11-20,Indian gold market fired on all cylinders in October despite record high prices – WGC's Chacko,"Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-20/indian-gold-market-fired-all-cylinders-october-despite-record-high-prices
2024-11-20,"Gold rallies on more bargain hunting, short covering","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-20/gold-rallies-more-bargain-hunting-short-covering
2024-11-20,Gold Price Forecast – Gold Continues to Look Strong on Wednesday,"The gold market continues to see a lot of buyers out there, as the central banks, interest rates, and the shaky geopolitical issues all have a part to play in this overall uptrend that we have been in for some time.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-forecast-gold-continues-to-look-strong-on-wednesday-1477627
2024-11-20,Russia-Ukraine Tensions Revive Interest in Safe ETFs,The resurgence in tensions between Russia and Ukraine results in investors rushing to safe-haven assets.,Zacks Investment Research,Positive,GLD|QUAL|TLT|VIG|VTV,,https://www.zacks.com/stock/news/2372793/russia-ukraine-tensions-revive-interest-in-safe-etfs?cid=CS-STOCKNEWSAPI-FT-etf_news_and_commentary-2372793
2024-11-20,Investors interest in gold continues to grow as GLD celebrates 20th anniversary,"Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-20/investors-interest-gold-continues-grow-gld-celebrates-20th-anniversary
2024-11-20,"Gold to outshine copper in 2025 as economics headwinds increase, UBS predicts","Gold is looking a better bet than copper in 2025 according to analysts at UBS given risks to global growth, trade and investment. Copper is the metal for a growing world economy and gold is the haven play and it's that that UBS thinks will hold sway as the growth-inflation mix deteriorates.",Proactive Investors,Positive,AAAU|BAR|CPER|DBP|DGL|GLD|GLDM|IAU|JJC|OUNZ|SGOL|UGL,gold,https://www.proactiveinvestors.co.uk/companies/news/1061114?SNAPI
2024-11-20,Gold price up; bulls continue to claw back,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-20/gold-price-bulls-continue-claw-back
2024-11-20,Gold market analysis for November 20 - key intra-day price entry levels for active traders,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-20/gold-market-analysis-november-20-key-intra-day-price-entry-levels-active
2024-11-20,Gold (XAU) Price Forecast: Dollar Strength and Yields Challenge Upside Momentum,Gold slips as dollar strengthens and yields rise. Traders eye key levels while geopolitical uncertainty and Fed policies shape sentiment.,FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-price-forecast-dollar-strength-and-yields-challenge-upside-momentum-1477557
2024-11-20,Gold (XAU) Daily Forecast: Double-Top Breakout Signals Upside Potential for Gold Prices,"Double-top breakout suggests bullish momentum for gold prices, with resistance levels at $2,642 and $2,659 in focus.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-daily-forecast-double-top-breakout-signals-upside-potential-for-gold-prices-1477461
2024-11-20,"Gold, Silver, US Dollar Technical Analysis: Geopolitical Tensions Drive Safe-Haven Demand","Gold and silver rebound from support, while the US dollar index corrects lower from resistance.",FXEmpire,Positive,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,tanalysis|gold,https://www.fxempire.com/forecasts/article/gold-silver-us-dollar-technical-analysis-geopolitical-tensions-drive-safe-haven-demand-1477430
2024-11-19,Gold Price Forecast: Recovery Eyes 50-Day MA Amid Bullish Momentum,"Gold continues its recovery, heading to test resistance near the 50-Day MA, with a confluence zone higher between 2,684 and 2,692.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-forecast-recovery-eyes-50-day-ma-amid-bullish-momentum-1477413
2024-11-19,GLD's competition: more than bitcoin?,GLD's competition: more than bitcoin?.,CNBC Television,Neutral,GLD|GLDM|IAU|OUNZ,,https://www.youtube.com/watch?v=AAMG-luQWRI
2024-11-19,20 years of the revolutionary GLD ETF,20 years of the revolutionary GLD ETF.,CNBC Television,Neutral,GLD,,https://www.youtube.com/watch?v=RHud1i01QdM
2024-11-19,"Go for gold says Goldman Sachs; prices still on track to hit $3,000 by year-end 2025","Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-19/go-gold-says-goldman-sachs-prices-still-track-hit-3000-year-end-2025
2024-11-19,"Gold, Silver, Platinum Forecasts – Gold Gains Ground Amid Rising Geopolitical Tensions",Demand for precious metals stays strong as traders focus on geopolitical uncertainty.,FXEmpire,Negative,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/gold-silver-platinum-forecasts-gold-gains-ground-amid-rising-geopolitical-tensions-2-1477361
2024-11-19,"Gold rallies on safe-haven bids, short covering","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-19/gold-rallies-safe-haven-bids-short-covering
2024-11-19,Here's what bond and gold traders are signaling about Russia's nuclear shift,"Traditional flight-to-safety trades took off on Tuesday in response to a worsening conflict between Russia and Ukraine, but a closer look at the extent of the bond market's moves and a rise in gold prices reveal traders are probably less rattled than initially thought.",Market Watch,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paylimitwall,https://www.marketwatch.com/story/heres-what-bond-and-gold-traders-are-signaling-about-russias-nuclear-shift-18e7c562
2024-11-19,"Stocks fall, gold rises, Bitcoin steadies as geopolitical tensions mount","Jordan Finneseth is a Crypto Market Reporter for Kitco Crypto. Coming from a background in Psychology and Human Behavior, he began to focus his attention on the cryptocurrency space in early 2017 after noticing the rapid growth of this emerging market.",Kitco,Neutral,AAAU|ARKB|ARKW|BETE|BETH|BITB|BITC|BITO|BITQ|BITS|BITW|BLKC|BRRR|BTCO|BTCW|BTF|BTOP|DEFI|DGL|DGP|EZBC|FBTC|GBTC|GLD|GLDM,gold,https://www.kitco.com/news/article/2024-11-19/stocks-fall-gold-rises-bitcoin-steadies-geopolitical-tensions-mount
2024-11-19,Gold Price Forecast – Gold Markets Continue to See Buyers,"The gold market rallied a bit in the early part of the session on Tuesday, as the market will be factoring in certain geopolitical issues, as well as the overall momentum from the longer-term trend. Gold is also going to be factoring a lot of other issues as well, including",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-forecast-gold-markets-continue-to-see-buyers-3-1477321
2024-11-19,Solid price gains in gold on safe-haven demand,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-19/solid-price-gains-gold-safe-haven-demand
2024-11-19,Gold prices near session highs as U.S. housing starts fall 3.1% in October,"Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-19/gold-prices-near-session-highs-us-housing-starts-fall-31-october
2024-11-19,Gold market analysis for November 19 - key intra-day price entry levels for active traders,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-19/gold-market-analysis-november-19-key-intra-day-price-entry-levels-active
2024-11-19,Gold Rebounds Amid USD Weakness And Geopolitical Uncertainties,By RoboForex Analytical Department,Benzinga,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.benzinga.com/24/11/42060933/gold-rebounds-amid-usd-weakness-and-geopolitical-uncertainties?utm_source=snapi
2024-11-19,Why gold will beat stocks in 2025,Sentiment readings currently don't suggest a major top is near.,Market Watch,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paylimitwall,https://www.marketwatch.com/story/why-gold-will-beat-stocks-in-2025-81063517
2024-11-19,Gold (XAU) Price Forecast: Is the $2663-$2693 Zone the End of the Gold Rally?,Gold prices rebound from a 2-month low as dollar weakens and yields fall. Traders watch key resistance at $2663-$2693 for clues on the rally's sustainability.,FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-price-forecast-is-the-2663-2693-zone-the-end-of-the-gold-rally-1477247
2024-11-19,"Gold (XAU) Daily Forecast: Will $2,626 Pivot Spark a Breakout or Pullback?","Gold (XAU) nears $2,626 pivot as traders await Fed signals. Will a breakout test $2,644 resistance, or is a pullback to $2,608 support on the horizon?",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-daily-forecast-will-2626-pivot-spark-a-breakout-or-pullback-1477185
2024-11-19,Hang Seng Index Advances as Beijing Aims to Support HK's Financial Center Status,"China unveils new debt relief measures, driving gains in Hang Seng and Mainland indices. Focus shifts to Beijing's stimulus efforts.",FXEmpire,Positive,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/hang-seng-index-advances-as-beijing-aims-to-support-hks-financial-center-status-1477169
2024-11-19,Gold Steady; Fed Rate-Cut Prospects in Focus,Gold was steady early in Asia amid the prospect of more Fed rate cuts.,WSJ,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.wsj.com/articles/gold-steady-fed-rate-cut-prospects-in-focus-3ec2249c?mod=rss_markets_main
2024-11-18,"Final Trade: APLD, PLTR, GLD, NDAQ",The final trades of the day with CNBC's Melissa Lee and the Fast Money traders.,CNBC Television,Neutral,GLD|PLTR|APLD|NDAQ,,https://www.youtube.com/watch?v=eK7mPPKoARw
2024-11-18,Bob Pisani marks 20 years of the Gold ETF,CNBC's Bob Pisani looks back on the 20th anniversary of the Gold ETF.,CNBC Television,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.youtube.com/watch?v=DYLGyx9iy-E
2024-11-18,UAE surpasses London to become the world's second-largest gold hub as Asian demand grows - DMCC,"Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-18/uae-surpasses-london-become-worlds-second-largest-gold-hub-asian-demand
2024-11-18,Gold is still on track despite severe selloff - State Street's George Milling-Stanley,"Neils Christensen has a diploma in journalism from Lethbridge College and has more than a decade of reporting experience working for news organizations throughout Canada. His experiences include covering territorial and federal politics in Nunavut, Canada.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|STT|UGL,gold,https://www.kitco.com/news/article/2024-11-18/gold-still-track-despite-severe-selloff-state-streets-george-milling
2024-11-18,The granddaddy of gold ETFs turns 20,"George Milling Stanley, senior gold strategist at State Street, joins CNBC's Bob Pisani to chat as the 'granddaddy of gold ETFs' turns 20 years old.",CNBC Television,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.youtube.com/watch?v=9x0TyVmtYOE
2024-11-18,"Gold, Silver, Platinum Forecasts – Gold Climbed Back Above $2600",Gold traders bet on a rebound after the strong pullback.,FXEmpire,Positive,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/gold-silver-platinum-forecasts-gold-climbed-back-above-2600-1477109
2024-11-18,The grandaddy of gold ETFs turns 20,CNBC's Bob Pisani looks back as the 'granddaddy of gold ETFs' turns 20 years old.,CNBC Television,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.youtube.com/watch?v=WBtzZqmnEKM
2024-11-18,"$2,604 in spot market is key to support next gold breakout with $2,700 in sight – FX Empire's Hyerczyk","Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-18/2604-spot-market-key-support-next-gold-breakout-2700-sight-fx-empires
2024-11-18,"Gold, silver see strong gains on safe-haven bids, bargain hunting","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|SIL|SILJ|SIVR|SLV|SLVP|UGL,gold,https://www.kitco.com/news/article/2024-11-18/gold-silver-see-strong-gains-safe-haven-bids-bargain-hunting
2024-11-18,"NAHB Housing Market Index Rises To 46, Beating Analyst Expectations",The index continued to recover from the lows that were reached in August.,FXEmpire,Positive,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,earnings|gold,https://www.fxempire.com/news/article/nahb-housing-market-index-rises-to-46-beating-analyst-expectations-1477080
2024-11-18,Gold Price Outlook – Gold Markets Bounce in Early Monday Trading,"The gold markets bounced a bit in early Monday trading, as perhaps the worst of the selling is over. At this point in time, it is worth noting that the pullback wasn't even to the 38.2% Fibonacci Level, and as a result, this was a quick, but subtle pull back.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-outlook-gold-markets-bounce-in-early-monday-trading-1477052
2024-11-18,"Gold price sharply up on safe-haven demand, bargain hunting","Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-18/gold-price-sharply-safe-haven-demand-bargain-hunting
2024-11-18,"Gold Could Be the Next Trump Trade, Goldman Sachs Says. Forget DJT Stock.","Policy uncertainty could boost the precious metal over the next 13 months, the bank said in a research note Sunday.",Barrons,Neutral,AAAU|BAR|DBP|DGL|DJT|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.barrons.com/articles/gold-goldman-djt-stock-trump-1ccc93af
2024-11-18,Gold News: Resistance at $2604 Holds the Key to the Next Price Breakout,Gold prices climb as the dollar stalls. Traders focus on $2604 resistance and Fed signals to gauge whether a breakout or pullback is next.,FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-news-resistance-at-2604-holds-the-key-to-the-next-price-breakout-1476983
2024-11-18,"Gold (XAU) Daily Forecast: Dollar Stalls, Can Prices Break Above $2,590 Pivot?","Gold prices climb as dollar stalls; traders eye $2,590 pivot and Fed commentary for clues on bullish momentum. Will resistance hold or break this week?",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-daily-forecast-dollar-stalls-can-prices-break-above-2590-pivot-1476854
2024-11-18,"Gold, Bond Yield, US Dollar Technical Analysis: Market Consolidation as Uncertainty Looms","Gold is consolidating at its support level, while the US dollar is consolidating at its resistance level.",FXEmpire,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,tanalysis|gold,https://www.fxempire.com/forecasts/article/gold-bond-yield-us-dollar-technical-analysis-market-consolidation-as-uncertainty-looms-1476820
2024-11-18,Gold Rises in Likely Technical Recovery,Gold rose in early Asian trade in a likely technical recovery. Gold ended Friday's trading with largest weekly price drop since March 2020.,WSJ,Neutral,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ,gold|paywall,https://www.wsj.com/articles/gold-rises-in-likely-technical-recovery-20404040?mod=rss_markets_main
2024-11-16,Hang Seng Index Slides on Fed and US Tariff Jitters – Weekly Recap,Hang Seng plunges 6.28% as tariff worries and China's credit data hit sentiment. Nikkei and ASX 200 struggle amid mining losses and risk aversion.,FXEmpire,Negative,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.fxempire.com/forecasts/article/hang-seng-index-slides-on-fed-and-us-tariff-jitters-weekly-recap-1476692
2024-11-16,Gold News: Are Elevated Treasury Yields Signaling More Gold Weakness?,Gold Prices Plunge Over 4% in a Week. What's Driving the Decline?,FXEmpire,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-news-are-elevated-treasury-yields-signaling-more-gold-weakness-1476674
2024-11-15,Bears rule both Wall Street and Main Street as gold's slide sparks fear of further decline,"Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-15/bears-rule-both-wall-street-and-main-street-golds-slide-sparks-fear-further
2024-11-15,Gold Price Forecast: Hold Support That Could Lead to a Bounce,"After testing support near 2,532, gold eyes resistance at 2,619 while contending with the impact of significant technical breakdowns from earlier this week.",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-forecast-hold-support-that-could-lead-to-a-bounce-1476665
2024-11-15,How low will gold go before the bounce?,"Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-15/how-low-will-gold-go-bounce
2024-11-15,"Gold price set for countermove after 8% decline, analysts predict a demand surge","Jordan Finneseth is a Crypto Market Reporter for Kitco Crypto. Coming from a background in Psychology and Human Behavior, he began to focus his attention on the cryptocurrency space in early 2017 after noticing the rapid growth of this emerging market.",Kitco,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-15/gold-price-set-countermove-after-8-decline-analysts-predict-demand-surge
2024-11-15,Gold and bitcoin bulls are just getting started,All-time highs frequently indicate strong fundamentals and tend to attract more investors.,Market Watch,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paylimitwall,https://www.marketwatch.com/story/gold-and-bitcoin-bulls-are-just-getting-started-1e79d6e3
2024-11-15,Gold Prices Set For Worst Week Since 2021 in Aftermath of Trump's Victory,"Gold prices are on track for their worst weekly decline in more than three years, pressured down by profit-taking, a stronger U.S. dollar and waning interest rate cut hopes following Donald Trump's victory in the U.S. election.",WSJ,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.wsj.com/articles/gold-prices-set-for-worst-week-since-2021-in-aftermath-of-trumps-victory-9983b17a?mod=rss_markets_main
2024-11-15,"Gold (XAU) Price Forecast: Will $2,538 Support Spark a Rebound or Deeper Losses?","Gold prices steady near $2,538, key support level; bearish trend persists as Fed rate cut expectations fade, with potential for further downside.",FXEmpire,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-price-forecast-will-2538-support-spark-a-rebound-or-deeper-losses-1476602
2024-11-15,Gold Weekly Price Outlook – Gold Falls For The Week,"The gold market has been negative for the week, but it is worth noting that the Thursday and Friday sessions have at least shown some proclivity to stabilize, which could set up a move higher eventually.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-weekly-price-outlook-gold-falls-for-the-week-1476589
2024-11-15,Gold Price Outlook – Gold Looking For Momentum as it Builds a Base,"The gold market has been somewhat stagnant over the last couple of sessions, but this is a good thing for the bulls, as we will have to build confidence in buying this market. After all, its been a brutal selloff, but when you look at the longer-term chart, it puts",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-price-outlook-gold-looking-for-momentum-as-it-builds-a-base-1476579
2024-11-15,Gold sells off after New York manufacturing index posts blowout 31.2 in November,"Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-15/gold-sells-after-new-york-manufacturing-index-posts-blowout-312-november
2024-11-15,Gold price slips a bit after hotter U.S. retail sales data,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-15/gold-price-slips-bit-after-hotter-us-retail-sales-data
2024-11-15,"Spot gold slides to $2,562/oz as U.S. retail sales rise 0.4% in October","Ernest Hoffman is a Crypto and Market Reporter for Kitco News. He has over 15 years of experience as a writer, editor, broadcaster and producer for media, educational and cultural organizations.",Kitco,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,earnings|gold,https://www.kitco.com/news/article/2024-11-15/spot-gold-slides-2562oz-us-retail-sales-rise-04-october
2024-11-15,Gold market analysis for November 15 - key intra-day price entry levels for active traders,"Jim Wyckoff has spent over 25 years involved with the stock, financial and commodity markets. He was a financial journalist with the FWN newswire service for many years, including stints as a reporter on the rough-and-tumble commodity futures trading floors in Chicago and New York.",Kitco,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.kitco.com/news/article/2024-11-15/gold-market-analysis-november-15-key-intra-day-price-entry-levels-active
2024-11-15,Gold hovering around lowest in two months as US rate cut hopes slashed,"Gold has come under further pressure as expectations for another cut to interest in the US were dialled back in the wake of comments from Federal Reserve chair Jerome Powell. The yellow metal was trading at US$2,566 an ounce on Friday, having dropped by 4.4% over the course of the week and hit its lowest since early September on Thursday.",Proactive Investors,Negative,AAAU|DGL|DGP|GLD|GLDM|IAU|IAUF|OUNZ|UGL,gold,https://www.proactiveinvestors.co.uk/companies/news/1060710?SNAPI
2024-11-15,"Gold (XAU) Daily Forecast: Will $2,571 Pivot Hold Amid Strong Dollar Pressure?","With gold hovering around $2,570, strong dollar pressure and inflation fears could weigh on XAU's recovery chances.",FXEmpire,Negative,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold,https://www.fxempire.com/forecasts/article/gold-xau-daily-forecast-will-2571-pivot-hold-amid-strong-dollar-pressure-1476416
2024-11-15,Gold Edges Higher; Upcoming Data to Determine Sentiment,"Gold edged higher in early Asian trade, with spot gold up 0.1% at $2566.66/oz.",WSJ,Neutral,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,gold|paywall,https://www.wsj.com/articles/gold-edges-higher-upcoming-data-to-determine-sentiment-aae7448e?mod=rss_markets_main
2024-11-15,"Gold, US Dollar, EURUSD Technical Analysis: Trends Amid Dollar Strength and Inflation Risks","Gold and EUR/USD rebound from strong support, while the US dollar is correcting lower from long-term resistance.",FXEmpire,Positive,AAAU|BAR|DBP|DGL|GLD|GLDM|IAU|OUNZ|SGOL|UGL,tanalysis|gold,https://www.fxempire.com/forecasts/article/gold-us-dollar-eurusd-technical-analysis-trends-amid-dollar-strength-and-inflation-risks-1476371
